0x14eb,0xda2b
0xf4c,0x58e6
0x2944,0x8f46
0xb85,0xcf66
0x1b79,0xe073
0xd401,0x3aef
0x420c,0xabaf
0x2698,0x5ef5
0xbff8,0x9065
0x66d1,0x3669
0xc26,0x8e18
0x5a9,0x8a0a
0x7faf,0xff9
0x8812,0x4511
0x2f8c,0x71e6
0x254c,0xd6c8
0x7e40,0xbfa
0x65e6,0x31a8
0xe25,0x6d4d
0xfeb2,0xe904
0x7b91,0xc4b2
0xcc6a,0xe10d
0x2cda,0x3740
0xc8a6,0x2a5f
0x8e3,0xeb96
0xa557,0x3e72
0xda49,0xe670
0x80ee,0x4e3e
0x85e0,0x5002
0x345e,0x712b
0x2a1b,0xdf9e
0x4660,0xb473
0xb2c3,0x1238
0x2459,0x2b1d
0x5c90,0x5eaa
0xd0c7,0xe7b4
0x30cd,0x2756
0xf79f,0x8ac1
0xca55,0x5d23
0xbe02,0x1174
0x3a01,0xf02f
0xe5ed,0xa5ea
0x3aa9,0x1bf3
0x3c0c,0x7217
0xc2f8,0xf4ba
0x2873,0x6d26
0x7466,0x5974
0x2ca8,0x2eaf
0xda6d,0x119e
0x55d6,0xf348
0x123f,0x694a
0x5926,0x3ca5
0x3336,0x8e6a
0x4cfe,0x90f8
0xa08b,0x36ca
0xd744,0xbeb9
0x2143,0x4b63
0xe2e6,0x2b04
0x8042,0xa5d9
0x34fe,0x1b4c
0x7d7c,0xc89f
0x25e6,0xc1e6
0xc6a0,0xfd58
0xb341,0x4dd3
0x98fb,0x8004
0xc4e7,0xe564
0xd64,0xfe57
0x2a67,0x9f6
0xbcae,0xdee2
0x3f27,0xa37c
0xa0,0x5d1c
0x8e76,0x6d4f
0xd6d9,0x8587
0x13d0,0x4262
0xde9d,0xc091
0x83d3,0x18ba
0x9c04,0xec66
0xc637,0x99cf
0xe02c,0x5bd2
0xb8fd,0x7e96
0x4a2b,0x116b
0x1a70,0x5667
0x2486,0xee0c
0x665e,0xacc7
0x17d5,0x8581
0xe1bf,0xd237
0xa19f,0xdbad
0xe626,0x9f4f
0xea51,0x7e50
0x11b8,0x6eec
0x565e,0x5c8a
0x1c3c,0xe294
0xa7e7,0x167f
0x98a,0x1f29
0x6217,0xeba1
0x699d,0x4090
0xcc77,0xfc43
0xa498,0x9eee
0x9878,0x739d
0xe05c,0x480b
0xa230,0x8a55
0x1415,0xd65f
0xf007,0x7af
0x54d,0xbe0a
0xb834,0xd554
0xe583,0xddb7
0x7f4,0x53d3
0xe99,0xecc7
0x9b06,0x97e7
0x6b6f,0x6473
0x9a55,0xe0d8
0xcb2,0x634d
0xb0e1,0xc5dc
0xd2c1,0x67ce
0x6a62,0x7156
0x6906,0x997c
0x3f6b,0xb6ce
0xa8f9,0xe4a8
0xae84,0xbf2
0x8cdb,0x1709
0x69ce,0xd853
0x6f05,0x7f41
0x963f,0x256d
0x1489,0x83fe
0xbe65,0x2cfc
0xeba9,0x24e3
0x32b3,0x96a6
0xc481,0x4620
0xc970,0xbe7b
0x9b8,0xf54c
0xfd03,0x4289
0x694e,0x4624
0x8bbc,0xdfbe
0x6411,0x971f
0x48dd,0x465c
0xfe60,0x50a6
0x64ea,0x78a2
0x742e,0x9752
0x9c2f,0x3cf2
0x96d1,0x2dc2
0xd462,0xaf2d
0x8917,0x33e9
0x6b4d,0x5377
0x21a3,0x16e5
0x6ef6,0x27d3
0xfc6b,0x6885
0x3d0f,0xf6f4
0x7d0c,0xaaef
0x4701,0x5018
0x859,0x9355
0xf761,0xc6db
0x14f7,0xa47a
0x7a4e,0x74ee
0x6bf,0x59ee
0xbb26,0x3977
0x55fb,0xb71c
0x948b,0xd05
0x639a,0xf6c
0x35d8,0xfdc2
0x1398,0x98a8
0x5bc7,0xde04
0x74ce,0xa13d
0xe345,0x945d
0xb00c,0x3498
0xa6fb,0xc8cb
0x9771,0x5e0f
0xd68a,0x565a
0xf41a,0x69f7
0xcfd,0xa909
0x4dae,0xc1b5
0x8d7a,0xb8f2
0xb449,0xc694
0x24c6,0x152e
0xdd37,0x2bac
0x7933,0x21fd
0xbf5d,0x44e0
0x7ac,0xc6b2
0xbcee,0xbdb7
0xa228,0x5d2d
0x7d4e,0x79c0
0x8e03,0x58f1
0x9660,0x6228
0xad7a,0x9154
0xc60b,0x63c
0x2375,0xca87
0x47b3,0xf5e
0x43b3,0xb5c1
0xe29c,0x3f9e
0x1aff,0x8d89
0x4eb4,0x7c6b
0x98e4,0x84dc
0x4e1f,0x79cb
0x5d17,0x6692
0x3e86,0x4ac5
0xe1c0,0x9b52
0xc7ee,0x409
0x75f7,0xb3c5
0xc626,0xc6ae
0xe565,0x5f8c
0xd259,0x7cb2
0xe05e,0xd93b
0xd872,0x59a5
0xa50e,0x48d9
0x2967,0x14c0
0x6ee5,0xc6f1
0xf824,0xb1b2
0x6745,0x70bf
0xc539,0x2cf4
0x58a7,0xc1ab
0x274e,0x82
0xf0a6,0x4e13
0x8e1a,0x9a8c
0x6130,0xcf61
0xd261,0x397b
0xf6b8,0x98e6
0x7e96,0x2980
0x5ff,0x16
0xf043,0x753a
0x38f1,0x6bed
0xe43f,0x2762
0x19b5,0xd95f
0xda90,0x5f98
0x5c34,0x5fcf
0x1f61,0x507
0x3a69,0x7e9a
0x1bf6,0x2ba4
0xc30d,0x8dba
0x5904,0xa0f7
0xfdfb,0xf37d
0x1109,0xd12d
0xcba6,0x44a1
0x390c,0x5871
0xaf3e,0xe9d8
0x43e3,0x834c
0x76d5,0x230f
0x2fe0,0xf875
0xf568,0xf0e7
0x4e3a,0xac5c
0x4b74,0x97a0
0x779d,0x3534
0x197c,0xe889
0x957c,0x6e5a
0xdc75,0x9d04
0x3544,0xce44
0x40bf,0x42e7
0xac3c,0xe5c4
0x63e9,0x64dd
0xb4c8,0x99
0x86a0,0xba49
0xf7f9,0x471c
0x8751,0x43b7
0xd67,0x9522
0xf21a,0xab71
0xcf4,0x597e
0xb3d,0xe9dc
0x5a79,0x44f3
0x8241,0x7ccc
0x27c3,0xe77a
0x2f2e,0xf4c5
0x1423,0x3f3f
0x38b3,0x600d
0xe000,0x3367
0x17c3,0x5cb8
0xe4d2,0xf905
0x7e9d,0x1a66
0xa9cf,0xcf99
0xdb11,0x53ea
0x74d7,0x7188
0x43b8,0x72bd
0x5f86,0xe2f7
0x5986,0xf36a
0x686,0x7944
0x2b58,0x458a
0x8bfb,0x2abf
0x6463,0x63f5
0x66ce,0x8435
0x2550,0x577a
0xa68c,0x2f76
0x48ba,0x253c
0x4c87,0xb5cd
0xf774,0x383c
0xadae,0xca78
0x5f74,0x201c
0x44d2,0x89f
0x84de,0xd39f
0x58ff,0x5dd0
0x8fa8,0x185
0x1c15,0x7a84
0xecf0,0x4629
0xb679,0x20f0
0x8ae8,0x798b
0xfbad,0xa0f3
0xc0dd,0xec6c
0xd3c6,0x51f
0x5ffa,0xbfef
0x1a77,0xb0b0
0xbcbd,0xe071
0x3088,0x1e48
0x2f86,0x5d35
0xdb9c,0x4b8e
0x1138,0xd121
0x5967,0x3f1
0x895b,0xecb2
0xe7cc,0x5a1b
0xaee7,0x744a
0xb1b1,0x4eec
0x727d,0x4aaf
0x7b21,0xc07a
0x11b6,0x5030
0xed4c,0xc62d
0xfda1,0x5ae1
0xda4e,0x703b
0xea73,0xef39
0x425,0x604c
0x5116,0xe751
0x1655,0xab38
0x9798,0x46e6
0x214f,0x3b74
0x18be,0x3456
0x2c5a,0x9d61
0xfc61,0xce75
0x6685,0xd29f
0xbb83,0xe86b
0x4049,0x2d6c
0x32bb,0x13d1
0x7256,0x3e7e
0x393,0x413a
0xb968,0x9153
0xa439,0xd5bc
0x8bd6,0x17e4
0x97e5,0xf8dc
0x2f28,0x2d63
0x97ae,0x6cce
0xeac0,0x90f3
0xe326,0x6ae5
0xad0f,0x4b37
0x8be9,0xb1e9
0xb3b6,0x7702
0xaa06,0xc88e
0xd422,0xa3b4
0xb541,0xd289
0x1738,0xdcac
0x86ad,0x61b4
0xe7b3,0xd4ff
0x433d,0xc5f1
0xb916,0xb964
0x42af,0xd4e
0x587c,0xec9f
0xc199,0x8e55
0x5187,0x7c4
0x9353,0x1fa0
0x3000,0x8a59
0x3c15,0xff30
0xf5b0,0xb67a
0x6d,0xa497
0xe6d5,0x317c
0x802d,0x5985
0x23b9,0x3676
0xec9c,0xf2c3
0xd21b,0x16a7
0xf104,0xe87a
0xb71d,0x4f8c
0x2511,0x39c0
0xc5ce,0x9d58
0xbb97,0xb09e
0x95cb,0xda3
0xf7ef,0xd733
0xc7cb,0x97c5
0xdf55,0x9ea1
0x3496,0xbfec
0x9f7b,0x4ede
0xb826,0xed31
0x414b,0x18b7
0x4ec9,0x62f5
0x9861,0xda2a
0x8a4,0xa22e
0xade7,0x76b9
0xfa3,0x5433
0x8033,0xcfed
0x4ab5,0x191b
0xa111,0x9bc0
0x526e,0x6579
0xbb2c,0xb772
0x1620,0xdc27
0x9cfc,0xe78b
0xfd60,0x5451
0xfc3c,0x90f6
0x552b,0x19ca
0x9246,0xd745
0x1b18,0x471f
0x3487,0x5220
0xfe07,0xe814
0x40b1,0xaf41
0x974b,0x340c
0x9f9d,0xe156
0x8619,0xf7a9
0x2c89,0xa41b
0x2479,0x9edb
0xe424,0x9ba2
0x61e2,0xd174
0x475b,0x668a
0x38f7,0xa019
0xa62,0x5198
0xa09d,0x6202
0xc5ae,0x4280
0x3563,0x3e15
0x864c,0x10bb
0xb0da,0x62da
0x4c3f,0xe2c6
0x9093,0xcf57
0xe872,0x7343
0x252f,0x165a
0xc2f7,0x634f
0xe4fa,0x8c46
0x380d,0x6af1
0x24b3,0x2dd
0x42d4,0xff9c
0xb135,0x9a56
0x256,0x1783
0x462,0x4156
0xce0f,0x5130
0xf795,0x3e9c
0x525c,0xe69c
0x541b,0x4eae
0x185e,0x7f20
0xe362,0x90f1
0xc72,0x67d8
0xf2b1,0x616d
0x6cbe,0x259
0x5d57,0x9c64
0x218c,0x9dac
0x7d00,0x5e89
0x4728,0x1a5b
0x357e,0x8718
0x9aa5,0x7094
0xbc6,0xa47c
0x63d3,0x4937
0xb223,0xd243
0x54c2,0x2829
0x22d,0xaeaa
0xd2d7,0x5da9
0xa94a,0xfaf7
0xe6ef,0x7601
0x76,0x25e9
0x1bc,0x279e
0x7810,0x9dc5
0xb727,0x3b8c
0x6b69,0xfd2c
0xf529,0x1fac
0xa6c6,0x714d
0x5691,0xfcf8
0x353c,0x86b1
0xc814,0x4f31
0x3026,0xb688
0xf106,0xf6d9
0x407c,0xa856
0x67e5,0x81b8
0xe1a4,0x7bc6
0x7179,0xaa76
0x3084,0x56ee
0xcc26,0xfc42
0x39ab,0xe3d1
0x590a,0x7e4f
0x3e9f,0xf7dc
0x295e,0xc5be
0x2a2c,0xd52a
0x3be0,0x8658
0xc26f,0x870c
0x3449,0xdcfb
0x453f,0x3d5d
0xbadc,0x9d5a
0x222c,0x7307
0xf2a5,0x2255
0xc6fd,0xe836
0x89e2,0x4822
0x3f53,0x3a90
0x79c3,0x5aa1
0x2399,0xcfb5
0x2deb,0xc739
0xbfd7,0x9489
0x447b,0x5a28
0x8bfa,0xb6eb
0xda6a,0x8410
0x6e51,0x95ee
0x2a6b,0xa373
0x67f6,0x36f2
0x1f9f,0x8a24
0x1470,0x7289
0x7e5b,0x492d
0x3e7,0xfe63
0xc376,0xd6ea
0x88f3,0xeffc
0x788e,0xfefb
0xc07a,0xde5
0xcdce,0xf77c
0x913b,0xb683
0xda2b,0xd5fd
0x915a,0x76bc
0x9c5f,0x929
0x5467,0xf6fd
0xa178,0x5ec0
0xab74,0xc2fb
0x9220,0x649b
0xb405,0xc008
0x58a7,0xc1ab
0x73b4,0xf0c9
0x2a4e,0x859d
0x972c,0x47b0
0xe989,0xf283
0x70b2,0x95ec
0x71db,0x8660
0xebe7,0xa86a
0xaea5,0x9ec7
0x88e2,0xaa2b
0x4255,0xb783
0x209a,0xc1dd
0x855,0x410b
0x5760,0x123f
0x6ec2,0xfe31
0x2cef,0xea68
0x9c74,0x61e0
0x1cf7,0x5dad
0x2b3b,0x3e3f
0x407f,0x9b60
0x4f09,0x4fce
0xc57a,0x7325
0x53b7,0xc87c
0xe19e,0x9207
0xc571,0x7ecf
0xaf56,0x3227
0xdb5,0x6158
0x6918,0x392
0x9a91,0x131e
0x2c0,0x1adc
0xe1c5,0x69fe
0xed1b,0xadd3
0x95b6,0x1bf6
0x3680,0x803a
0xe92c,0xbca5
0x7d7a,0xc47f
0x1fd3,0xa3c7
0xa68b,0x2a8a
0x2020,0xd7a
0x45d2,0x4125
0x5c18,0x743b
0x7991,0xcbbd
0x7904,0x1df0
0x4e45,0x6aea
0x44f,0x4451
0x9f7b,0x4ede
0x9805,0xfc66
0x3949,0xea4b
0x32d4,0x3c10
0x3949,0xea4b
0x135b,0x9567
0x635d,0x4ddc
0xa007,0xd25f
0x8da1,0xbab7
0xc0ae,0x224d
0xa70c,0x162a
0x30dd,0xc517
0x46ac,0x8c24
0x1aee,0xc163
0x76e9,0xe408
0x2b89,0x7e66
0x4832,0x3cdc
0xdcbe,0xc63
0x8e83,0x9d00
0x4971,0x7e77
0xe828,0xcc9a
0xe9c,0xe5d9
0xd7f9,0xe0d4
0x154a,0x8ce1
0x9bb2,0xd17b
0x1c1f,0x15c4
0xc4b8,0x92c8
0x547d,0x9cdd
0x26b6,0x1b5a
0xe3df,0xe415
0x5a71,0x95e9
0x22fb,0xd019
0xe54d,0xdf8c
0x2cd0,0x3af5
0xe078,0xf523
0x8c56,0x4384
0xa73e,0xbb3d
0x5350,0xbc53
0x268c,0x54ac
0x8f92,0x426f
0x1e89,0xe427
0xf2e8,0x6180
0x58c4,0x5982
0x7a35,0x9106
0x7638,0x4c67
0x9de,0x7d84
0x2df6,0xb0e2
0x661e,0x5e82
0x98a2,0xe99
0xf06a,0x61cb
0x4c4a,0x9fb1
0x5b33,0x2565
0x4092,0xb30e
0x4848,0xa561
0xefc8,0xcda1
0x4ba0,0x4c27
0x1a1,0x529b
0x7e,0x3c69
0xd302,0x120f
0x2412,0x5f2a
0x5393,0x5a1
0xb516,0xe761
0xbb41,0xe8d3
0xf40a,0x5261
0xf0fb,0x5109
0xeb8,0xb4d
0xcd93,0x7b50
0x33ae,0xd0b1
0x2ff9,0x8fcd
0xa153,0xf410
0x50a9,0x2923
0xbf64,0xddc1
0x18c7,0xc524
0xc6a6,0xa894
0xc795,0xb325
0x5e0a,0x5a50
0x2053,0x4ce7
0xddd3,0x2c8d
0x679f,0xbd95
0xa448,0x2dbe
0x3466,0xb525
0xb047,0x5975
0x93fa,0xe542
0xea1d,0x53fb
0x9c58,0x45b3
0xd468,0x8920
0x2fda,0x95c0
0xf59f,0x76be
0x81ae,0xc18c
0xca27,0x858f
0xd746,0x3b77
0xece,0x3059
0xbd60,0x37c6
0xfb42,0xb036
0xcf08,0xfa08
0xd314,0x11a7
0xaccc,0x29af
0xc90a,0xda6b
0x5fd8,0xd4a0
0x20cb,0x8129
0xe685,0x3e10
0x9ef7,0xbc37
0x165a,0x8baa
0x708e,0x5237
0x521e,0x5313
0x48ba,0x253c
0xa38c,0xd5b2
0xfe21,0x786f
0x6b90,0x559d
0x227c,0x4c0e
0xfcd9,0x3862
0x7778,0xe300
0x1fc7,0xc6c1
0x56a1,0x524b
0x9afa,0x7013
0x70a9,0x4ba6
0x93d5,0xc788
0x8ace,0xb0d8
0x7f7b,0xe2e2
0x4a57,0x35b6
0x604,0x501c
0x35ae,0xbe88
0x2252,0x2bed
0x2064,0xe466
0x5086,0x8352
0xf40e,0x60c2
0xb429,0xe2a8
0xac33,0x9c44
0x2aa4,0xd094
0xb738,0x2cac
0x9192,0x7e6c
0xfb09,0x102b
0x85c7,0x8c77
0xf07,0xfa2d
0x96e2,0xb0de
0x5d49,0x5162
0x90ea,0x9225
0xd8a3,0x4b8
0xa7e5,0xc698
0x6fc7,0xc983
0x30ac,0xd627
0x4316,0xc378
0xe1f8,0x80b
0xff29,0xef33
0x1c89,0x7489
0x634d,0xd9e8
0x305c,0x8a10
0x274b,0x3b69
0x1dd3,0x48b9
0x57ea,0xe1b3
0xcada,0xfe1f
0xe293,0x245
0x50aa,0xfaad
0xee9,0x112d
0xdab,0x3d07
0x2fd2,0xa178
0x6ed0,0xebbc
0xe7e6,0xbd40
0x3721,0x4f77
0x9f73,0x6e2a
0xf220,0xb6ab
0x3f27,0xa37c
0xe278,0x8b78
0x5146,0x429e
0xd1e9,0x7b06
0x2c09,0x9a8a
0x642f,0x3b85
0x504a,0x5547
0x3d59,0xc420
0x5d39,0x77fc
0xfad,0xa615
0xa947,0xd798
0x625b,0x7605
0xde2a,0x5b4
0xd3f2,0xd409
0xda00,0x52b6
0x9a5d,0x4aa
0xeba1,0x9247
0x188b,0xb14c
0xeaf5,0xcba0
0x63ae,0xec55
0xb88b,0x37f0
0x69c1,0x3b15
0x2790,0xfb40
0x6dd1,0xe7a8
0xc8c4,0x1ef8
0xd2b7,0x6966
0xca76,0xd03d
0x4d1c,0x81ee
0xa6e3,0x2db5
0x6454,0xc21
0x7081,0x9116
0xe395,0x5da4
0x30e6,0x1644
0x888,0x9cff
0x76f9,0x780f
0xffb7,0xf07d
0xe293,0x245
0x1149,0x5650
0xcdda,0x2a35
0xb418,0x6a6f
0xd890,0xf490
0x196f,0x9795
0xc0e,0xbfa4
0x2f79,0x5b55
0x793a,0x297f
0xfe4b,0xbcf
0xaa30,0x7b88
0x8efa,0x95c9
0x794b,0xb774
0xbf34,0xd7d0
0x48a,0xc9d5
0xa026,0x76ad
0xb6c2,0x8430
0xcc7d,0xb9ee
0x8805,0x6efb
0x779,0xe86
0xccf,0xcc1f
0xcaf1,0xe47a
0x977,0xceba
0xbf2,0x8f09
0x31da,0x905e
0x82c1,0x7625
0x3be7,0xeb33
0x7cb1,0xfa13
0x8065,0x4c70
0x7b9a,0x9053
0xc861,0x2226
0x4fa9,0x7382
0xcffb,0x6894
0xd784,0x6b51
0xda63,0x17ce
0xd53,0x69e8
0x9d2,0x7faa
0xb8ee,0xb921
0xb71c,0xcdb9
0x9e46,0xe2f5
0x774c,0x346a
0xac,0xf919
0x936e,0xfe3a
0xc08b,0x5b3a
0x3907,0x29d7
0x32bc,0xc31a
0x86d,0x4de7
0xac35,0xb730
0xc9a3,0x5821
0xd7dc,0x2905
0x3509,0x8ad9
0xbe95,0x664a
0xc16f,0xfbb8
0x416a,0x5ab5
0x4c67,0x8314
0x1bd5,0x7e1f
0x9cdb,0x9266
0x7371,0x7480
0xeeb3,0x2a71
0x5da2,0x439c
0xfbbd,0xbff8
0xabba,0xb1e
0xa8bf,0xdb0d
0xd8ba,0x6f3
0x7d04,0x1ef7
0x4659,0x80ae
0x7acd,0x2316
0xc0b8,0x5e25
0x76ca,0xf043
0x391d,0xf66a
0x4c1,0x17d3
0x5dde,0x1e4b
0xc646,0x7d42
0x51b4,0xdb1a
0xcae6,0xfdd2
0xdc69,0x3869
0x526e,0x6579
0xbaad,0x65b7
0x9050,0xc966
0x33c2,0x66c5
0x6e72,0xe2ee
0xbbae,0x5d90
0x2aeb,0xd594
0xb89b,0xf55f
0x8ddd,0x12e5
0x70d2,0xdced
0x828c,0x2d8b
0xce3f,0x3c32
0x1f01,0xbd64
0x3254,0xf0cb
0x3654,0xc74
0x2b97,0xc25f
0x209a,0xc1dd
0x45bd,0xc569
0x1976,0xf713
0xe3fe,0x26f3
0x3d4f,0x1769
0x5afc,0x3fd4
0x64e8,0xd793
0x7288,0xa6fd
0x198f,0x80c5
0x199f,0x9d95
0x8e9e,0x6600
0xdf07,0x2e45
0x51d6,0x9be1
0xbf1b,0x693d
0xb876,0x3ca9
0x8421,0x3b65
0xc034,0x8c0a
0xdb54,0x252f
0xd5a7,0x580a
0x32cf,0x9b1c
0x293,0xd1c0
0x4257,0xec8e
0x7cb8,0xe602
0xd1ad,0x5296
0x5b23,0x3565
0xd911,0x931a
0x2d92,0xc5e6
0x98e2,0x7c7b
0x2089,0x4ad0
0xbbe7,0xef7f
0x91dc,0xd688
0xa2af,0xaff
0xd7c1,0xfc15
0x806a,0x4aed
0x6a6e,0xe6f8
0x36e8,0x5dc2
0xf7b2,0x7ec5
0xba28,0x8534
0xa0ac,0x80c0
0x7f5e,0x979d
0xf2e,0xdc50
0x9964,0x90ab
0x963c,0xa3cc
0x8310,0x2212
0x2757,0x7554
0x7fc5,0xfa06
0x980a,0xf476
0x9709,0x3b21
0xc75a,0xb350
0xed66,0x7b79
0x7400,0x99ea
0x176c,0x1bd6
0x5e74,0x9b07
0x6c,0x6608
0x222b,0x7518
0xeb29,0x4604
0x9cad,0x95e
0x5d6e,0xe83d
0x8fd,0xa3eb
0xc7e3,0x648d
0xf38a,0x3932
0x7b73,0x633b
0xc71f,0x862f
0xc4c3,0xad01
0x9d87,0xb33b
0x287a,0x9bd9
0x708a,0xf356
0x1e23,0xf254
0x5a2f,0x196d
0x75b4,0x122f
0x675e,0x1a7b
0x3efa,0xc21b
0xe6f5,0x63e8
0xd72e,0xfb02
0x3324,0xa358
0x48be,0x94e
0xf380,0x313c
0x441f,0x7777
0x10a6,0x3d94
0x7ba7,0xa6c5
0xa99,0x3cca
0x446b,0x6fd8
0x906f,0x870f
0xf84f,0x6d22
0xd8be,0xfb0d
0x5950,0xafed
0xb08f,0x7444
0x3c86,0xe853
0x9cc5,0x3bc5
0xb1e2,0x8121
0x9702,0x9284
0x63,0xa873
0xf1da,0xf01e
0x623f,0x86c6
0x66e1,0x39a0
0x9bf9,0x7b59
0x745e,0x1d72
0x407d,0xc4e6
0xecaf,0x1ef
0x46c4,0xc94d
0xe02f,0x2257
0x16b2,0x207d
0xbd28,0x8501
0xd93e,0x5e94
0xe300,0xcb7f
0xf104,0xe87a
0x4060,0x997b
0x5ba8,0x47fb
0x1f34,0x1898
0x999f,0x9502
0x45a,0x592f
0x8ecc,0x5bc0
0xacbb,0xa7b1
0xcb58,0x6d13
0xcda3,0x600c
0xa988,0x22d1
0xba01,0x30b6
0x2d8d,0x594e
0xe9fb,0xee8f
0xc37a,0x2549
0x6b9,0x8231
0xbcb2,0x80ac
0x46bb,0x6c76
0xe395,0x5da4
0x1827,0xc27a
0xa3db,0x9683
0x6327,0xa39b
0x7294,0x17cf
0xf0f6,0x1d7f
0x4191,0x6ca
0x6a1a,0x3540
0x4a54,0x9e8b
0x3d7,0x3996
0xd582,0xf2d1
0x414b,0x18b7
0x5678,0xe741
0x198f,0x80c5
0x77ef,0xe99d
0xea3b,0xf4d2
0x506f,0x3106
0xcec8,0xc816
0xe785,0xf28b
0x2b3c,0xce66
0x3ebe,0xbfd1
0xac0b,0xbed4
0x3ab8,0x4325
0x9053,0x744f
0xd015,0xe81e
0x3a56,0xadf3
0x63bd,0xd8b8
0xddd3,0x2c8d
0x43bc,0x1aca
0x2234,0x26f0
0x57fa,0x41e3
0x5fd0,0xb6cb
0x8ee6,0xc733
0x6940,0x567a
0xbd95,0x339c
0xb8c4,0x9edd
0x3c,0xa697
0x33e0,0xc25e
0xc227,0xc9a
0x154b,0x4757
0x55b,0x5a06
0xb354,0xf950
0xad2e,0x9bf2
0x28b4,0xb149
0x771d,0xf8ea
0x1600,0x76e2
0x4ddb,0x90e8
0xbd43,0x304
0x13d6,0xecc0
0x37d1,0x7baf
0xa34,0x9f6f
0x2800,0xf370
0x7311,0x8dbe
0x9ed,0xefbb
0x44cf,0x7d72
0x8dc8,0xc8f3
0x8436,0x27a5
0x23c0,0x7140
0xc269,0x870d
0x159b,0xc6a7
0x9600,0x7ba
0x21ca,0x993f
0xa3d9,0x1e33
0x461f,0xf7a1
0x7ef,0xb27
0x15b2,0x52e6
0x6d57,0x7997
0x1e27,0x531c
0x16f5,0x25ba
0xb028,0xd301
0xdc05,0xf9a1
0x2950,0x58f7
0x33cd,0x25d8
0xc8e0,0x999
0xf6d8,0xe40
0x7fb8,0xe334
0xe85d,0x88
0xce2f,0x656b
0xf083,0x4c58
0xc075,0xc64a
0x988a,0x3e26
0x9cde,0x9ccd
0x64ea,0x78a2
0x2a4c,0xd573
0x3690,0x6fab
0xeaa2,0x315d
0x6c07,0x5faa
0xb2cc,0x66cd
0xaa9e,0xce00
0xfb1d,0xa30f
0xa456,0xb564
0x391f,0x6213
0xc5b4,0x8fe1
0x68ac,0x4a43
0x5602,0x2828
0x7c12,0x6708
0xa07b,0x96d5
0x527e,0x6b8
0xd7b9,0x8233
0x2a32,0x111a
0x78c6,0x37e0
0xf95f,0x8e0a
0x802f,0x6182
0xb31a,0xce2f
0x6bb2,0x20bd
0x5bea,0xf507
0xe3e,0xc699
0xd069,0x5573
0x1282,0x3645
0x39dd,0x353f
0xe179,0x4459
0x57fd,0x493c
0xe893,0x3f2c
0x29b2,0xc3c5
0xe4c7,0xa39a
0xbc1d,0xfd49
0x135f,0x706a
0x11f8,0x5df1
0x949a,0x5605
0x3a19,0x1b3f
0x9e8f,0xf600
0x49bd,0x3acb
0x9e82,0x311a
0xafa4,0x4b1c
0xa9cd,0x37c5
0x8221,0x8aec
0x47a3,0xcaf4
0x3758,0x89af
0xdafc,0xdcba
0xbe33,0x9c3e
0xead6,0x90b6
0x70f1,0xc01a
0x275f,0x423
0x6b67,0xf04d
0x360f,0x2caa
0xbf60,0xb214
0x9a5,0x8c3d
0x44a7,0xd738
0x81d,0x5b66
0xfd4b,0x2ad2
0xb45d,0xdff6
0x4ea0,0x889a
0xfa04,0x720d
0x448b,0xca89
0x24d6,0x1622
0xd94d,0xef45
0xd2e9,0x11e0
0x56c7,0xee52
0x60a,0x2ff
0x9a49,0xb7f9
0xc698,0xb78
0x9d95,0x54e6
0x7cbe,0xe5e
0xf1d3,0xc12b
0x84be,0xb51b
0xca54,0xf5b0
0x7d64,0x1a31
0x984f,0xb462
0x203b,0xe688
0xb61f,0x69ed
0x398c,0x2ab6
0xdd52,0x6859
0xffa1,0xf0ff
0xbe67,0x52d5
0xcacb,0x231b
0x77b0,0x3e1
0xcbbb,0x517e
0xbd84,0xce02
0xd5c5,0xd61
0x692c,0x74c8
0xfc17,0x544d
0x64df,0xf8cc
0x89df,0x30d2
0x5b51,0x2e51
0x2e58,0x5859
0x427a,0x8163
0xaba2,0x69fc
0x1ad,0x6fb2
0x52ab,0x1d88
0x1609,0x967e
0xcda8,0x98ca
0x3672,0x9295
0x2db6,0xeb95
0x631d,0x12ba
0x9429,0xd1b
0xda18,0x18b0
0xb58f,0x3ec0
0xcc0b,0x3c1b
0x625d,0x4ddb
0xb018,0x6c0c
0x8bee,0x44bc
0xe4ed,0x2074
0xf1d2,0x6d98
0x513d,0x8d67
0x269a,0x63d1
0x4ddd,0xaf03
0x2a2e,0x5413
0x9c9c,0x4d8b
0x332e,0xce2
0xbc0e,0xd877
0x3a4e,0x17e0
0x834e,0xa118
0x4633,0x3792
0x59db,0x8794
0x645d,0x69f1
0xe821,0xd8da
0x62a9,0x2a6c
0x16c4,0x626f
0x489c,0xb7d2
0xc72b,0x3121
0x85e6,0x4e1e
0xfb55,0x288a
0xcc18,0x5e88
0x37a5,0xf634
0x95d0,0x50d2
0xf1ac,0x3017
0x9bd2,0xbb33
0x678d,0xc526
0x469e,0x42cf
0x2d7b,0x5d4f
0x5c5d,0x7adb
0x6cd,0x3ae9
0x12a0,0x6821
0xa8e,0x9135
0xcf5d,0x684f
0x8fa7,0xd6b0
0xe55e,0x64b1
0xc197,0x8a86
0x8e61,0xbc2c
0x1cb4,0xab05
0x9191,0x1e43
0x58a6,0xd430
0x4f18,0xffcf
0x8092,0x13ba
0xd692,0xad9
0xb99d,0xd948
0x634f,0xf35d
0x78bc,0xe971
0xe2ea,0x4c2d
0x4648,0xc4d1
0x4f28,0x19d0
0xe515,0x5c25
